from http://www.psc.isr.umich.edu/dis/census/Features/tract2zip/,,,
Zip,Median,Mean,Pop
16121,28619.43,36117.15,6017.00
16123,50143.86,61528.78,2295.00
16124,42962.02,52462.12,2138.00
16125,41770.46,50249.95,19041.00
16127,48744.96,58455.47,14966.00
16130,45221.00,51174.00,2066.00
16131,40443.66,52493.73,931.00
16132,34847.00,51958.00,375.00
16133,53038.64,70903.96,1519.00
16134,40969.70,52917.21,3962.00
16136,44177.00,53794.00,887.00
16137,46998.66,55878.17,13206.00
16140,46167.00,52880.00,135.00
16141,41637.08,51858.93,1965.00
16142,49092.47,60162.80,6620.00
16143,46134.37,54547.08,3111.00
16145,44905.53,52491.28,2815.00
16146,31544.23,39447.49,16336.00
16148,50365.79,63807.81,16794.00
16150,47985.22,56834.04,7623.00
16151,45221.00,51174.00,106.00
16153,46601.68,56267.79,2613.00
16154,43160.57,53395.12,3012.00
16155,46167.00,52880.00,128.00
16156,50857.12,62754.89,3160.00
16157,40669.52,50606.61,3585.00
16159,47989.80,60673.16,4896.00
16160,42456.00,48550.00,907.00
16161,24941.00,30169.00,769.00
16201,43030.62,52721.80,19066.00
16210,40467.36,50188.60,1038.00
16211,37738.00,45134.00,104.00
16212,54360.00,64295.00,385.00
16213,41468.00,47809.00,216.00
16214,30947.17,43960.15,10188.00
16217,41388.84,49302.48,95.00
16218,41258.15,51388.93,1228.00
16222,43042.47,51487.36,2591.00
16223,44699.00,52576.00,158.00
16224,45955.03,55663.85,1249.00
16226,36712.07,47060.51,8810.00
16228,38634.00,50149.00,422.00
16229,54156.98,59997.38,4910.00
16230,46106.00,56035.00,581.00
16232,42318.10,50679.82,4305.00
16233,47613.21,50851.94,1255.00
16235,44008.92,52993.28,1281.00
16236,38634.00,50149.00,265.00
16238,38634.00,50149.00,401.00
16239,36607.55,43199.58,1778.00
16240,44677.50,53562.52,1675.00
16242,44658.17,56634.65,5110.00
16244,40945.00,50720.00,220.00
16245,44699.00,52576.00,183.00
16246,37738.00,45134.00,306.00
16248,35983.19,43457.12,3606.00
16249,41017.10,51283.42,2141.00
16250,40945.00,50720.00,272.00
16253,44699.00,52576.00,84.00
16254,44072.62,56669.98,3574.00
16255,42427.35,51790.79,2046.00
16256,38168.38,45556.96,1879.00
16258,39423.81,49145.79,1912.00
16259,41963.18,48359.93,2110.00
16260,47667.00,50864.00,298.00
16262,46490.33,55050.25,3188.00
16263,40945.00,50720.00,302.00
16301,35018.49,42974.50,17529.00
16311,45353.05,51505.43,512.00
16312,43636.00,52285.00,25.00
16313,43869.45,52993.27,2122.00
16314,45941.45,52662.20,5631.00
16316,39410.36,55217.16,5619.00
16317,49336.38,55413.18,1502.00
16319,45123.63,52722.99,1212.00
16321,32550.00,38913.00,64.00
16322,32550.00,38913.00,186.00
16323,39017.31,49741.46,17430.00
16326,43210.00,53316.00,396.00
16327,49198.90,58124.56,3069.00
16328,39563.00,49951.00,106.00
16329,43448.28,50700.46,430.00
16331,44211.00,57173.00,64.00
16332,43589.29,53107.33,47.00
16333,34363.68,42563.85,296.00
16334,44024.01,56452.51,348.00
16335,39229.00,50967.27,28742.00
16340,43618.05,50479.97,2241.00
16341,3921.63,4723.92,219.00
16342,48717.78,57568.78,2621.00
16343,35042.00,46502.00,524.00
16344,41321.00,51876.00,472.00
16345,51191.32,64753.60,3661.00
16346,48783.34,52406.88,3237.00
16347,41008.49,57903.34,2437.00
16350,44822.14,54237.72,2821.00
16351,37469.84,44891.68,1823.00
16352,43210.00,51804.00,286.00
16353,37804.82,46341.74,3253.00
16354,29782.85,37159.80,10237.00
16360,43891.00,51806.49,1412.00
16361,47667.00,50864.00,73.00
16362,49161.65,58470.18,1132.00
16364,41931.71,52341.55,1367.00
16365,41105.06,51679.96,19548.00
16370,32550.00,38913.00,275.00
16371,36725.50,45567.84,3575.00
16372,47675.00,55653.00,521.00
16373,42845.00,50950.63,3651.00
16374,43739.24,51949.09,1843.00
16401,45413.85,34580.86,6281.00
16402,43652.63,52285.88,878.00
16403,45640.83,52797.76,6422.00
16404,39312.37,48368.18,3395.00
16405,43636.00,52285.00,797.00
16406,42007.22,51852.05,3670.00
16407,35815.41,46048.51,11425.00
16410,51997.32,59883.13,1824.00
16411,41453.00,51276.00,1522.00
16412,49852.25,63191.84,10972.00
16415,70998.90,87186.26,7831.00
16416,46554.00,52440.00,229.00
16417,48202.74,57232.02,8429.00
16420,39934.49,46892.26,706.00
16421,58204.12,65854.17,2411.00
16422,38527.84,55608.67,356.00
16423,45029.60,52718.93,4199.00
16424,34815.16,44578.60,4976.00
16426,56420.05,68114.86,3978.00
16427,50335.00,61751.00,167.00
16428,47693.24,56797.12,14189.00
16433,47725.97,54506.80,5586.00
16434,37456.73,47893.67,2946.00
16435,42951.34,52741.07,2184.00
16436,46073.70,52414.49,796.00
16438,45295.01,51505.65,8309.00
16440,51137.08,59731.73,990.00
16441,52243.35,63589.92,9742.00
16442,56571.20,59866.89,3012.00
16443,41453.00,51276.00,1381.00
16444,29746.00,47210.00,1881.00
16501,13886.03,21232.59,2919.00
16502,27551.53,35089.69,17291.00
16503,23522.65,29621.65,17943.00
16504,41845.14,49535.79,17421.00
16505,51738.07,71798.92,18297.00
16506,61240.28,73427.09,22562.00
16507,27358.33,39772.36,10303.00
16508,42138.74,51633.29,16453.00
16509,51331.41,66945.56,25832.00
16510,47379.24,56559.37,25072.00
16511,49341.50,55508.30,11743.00
16546,43418.00,50385.00,496.00
16563,60136.00,68747.00,368.00
16601,40571.07,49841.46,34966.00
16602,40860.98,52147.53,30965.00
16611,44602.35,55755.90,2427.00
16613,40153.82,47661.95,1608.00
16616,33663.19,41372.71,134.00
16617,47237.65,50602.19,2885.00
16619,37865.00,43445.00,360.00
16620,38930.51,45801.82,450.00
16621,39310.20,47285.28,656.00
16622,45200.00,52575.00,174.00
16623,45200.00,52575.00,560.00
16624,52300.00,58968.00,159.00
16625,38595.93,56107.07,3670.00
16627,30188.02,38397.80,2294.00
16630,38782.24,49264.15,6123.00
16631,43935.00,52365.00,77.00
16633,37543.00,43715.00,134.00
16634,36023.00,44333.00,295.00
16635,45941.03,65743.37,11653.00
16636,38870.48,46915.05,740.00
16637,42930.81,53472.42,2754.00
16638,49283.00,59124.00,45.00
16639,37653.07,43538.55,1652.00
16640,37794.77,43781.43,683.00
16641,41311.38,48615.67,2818.00
16645,33889.00,42747.00,139.00
16646,39716.40,47741.49,2647.00
16647,49283.00,59124.00,779.00
16648,53835.37,71309.55,15283.00
16650,43914.83,49865.99,1916.00
16651,38657.93,45672.48,5516.00
16652,41431.72,51624.47,17877.00
16655,41172.10,50510.78,1538.00
16656,31172.19,39504.40,1405.00
16657,44514.91,53585.47,1405.00
16659,45968.00,51848.00,267.00
16661,33889.00,42747.00,999.00
16662,43584.60,52371.05,5883.00
16664,45893.74,51856.84,2054.00
16665,49597.00,71975.00,320.00
16666,35086.49,41151.70,3035.00
16667,42377.89,51320.99,1396.00
16668,38422.22,47315.61,4028.00
16669,48232.87,58445.40,2238.00
16670,41317.00,50196.00,27.00
16671,39085.00,45988.00,579.00
16672,37543.00,43715.00,295.00
16673,43873.48,50431.65,4967.00
16674,37844.57,46031.61,768.00
16677,48011.00,56576.00,362.00
16678,37401.49,51095.86,2906.00
16679,37543.00,43715.00,944.00
16680,39085.00,45988.00,443.00
16682,37667.00,58125.00,134.00
16683,53000.00,61979.00,436.00
16685,45200.00,52575.00,197.00
16686,43881.73,51955.05,13668.00
16689,42676.00,51618.00,484.00
16691,42676.00,51618.00,345.00
16692,34417.00,41472.00,807.00
16693,40705.76,49011.09,4326.00
16694,37159.15,44543.39,223.00
16695,38612.57,52723.96,1098.00
16701,39327.96,52002.34,18635.00
16720,40625.08,50010.76,1389.00
16724,41786.00,50541.00,153.00
16725,42111.00,58888.00,167.00
16726,42413.99,54260.54,547.00
16727,46277.57,69798.84,237.00
16728,46667.00,55156.00,25.00
16729,41910.00,48840.00,851.00
16730,41786.00,50541.00,167.00
16731,41910.00,48840.00,3030.00
16732,44586.60,67134.40,305.00
16733,45637.00,50282.00,251.00
16734,46667.00,55156.00,227.00
16735,37416.90,45144.05,6816.00
16738,42438.28,57344.04,2636.00
16740,45637.00,50282.00,1229.00
16743,40683.82,48773.23,4285.00
16744,46128.28,72269.85,342.00
16745,41910.00,48840.00,653.00
16746,40313.87,49663.55,1391.00
16748,38142.97,46095.91,3210.00
16749,42016.00,50736.48,4412.00
16750,40936.98,48797.77,458.00
16801,38739.41,52525.82,36978.00
16802,21634.11,25786.86,12004.00
16803,53659.72,73754.49,19315.00
16820,42524.00,51591.00,1112.00
16821,40280.00,48671.00,250.00
16822,43749.26,51954.84,2327.00
16823,45299.86,54879.55,21618.00
16825,36179.00,45339.00,228.00
16826,46250.00,55156.00,479.00
16827,69249.81,100736.40,3870.00
16828,55379.76,65064.87,4069.00
16829,49475.00,54332.00,679.00
16830,34882.65,46519.10,14278.00
16832,42524.00,51591.00,491.00
16833,34083.73,41407.22,5461.00
16834,40280.00,48671.00,349.00
16835,52316.00,58284.00,238.00
16836,41920.00,47908.00,1428.00
16837,33092.00,46252.00,188.00
16838,40787.81,51876.11,1899.00
16839,40280.00,48671.00,455.00
16840,40280.00,48671.00,463.00
16841,48161.06,57123.49,5096.00
16843,33092.00,46252.00,578.00
16844,52316.00,58284.00,2565.00
16845,44690.42,50263.68,1020.00
16847,40280.00,48671.00,324.00
16848,45551.00,52961.00,352.00
16849,40280.00,48671.00,424.00
16851,76754.00,88641.00,866.00
16852,42524.00,51591.00,295.00
16853,42170.00,51126.00,350.00
16854,42524.00,51591.00,802.00
16855,36179.00,45339.00,262.00
16858,40208.23,48612.69,3820.00
16859,49475.00,54332.00,473.00
16860,43830.85,52301.77,418.00
16861,33430.34,42196.75,351.00
16863,36033.18,46193.58,767.00
16865,68528.18,94606.98,1985.00
16866,38848.19,49063.44,8782.00
16868,69688.00,97044.00,316.00
16870,69287.40,81558.96,5366.00
16871,37652.91,44695.44,85.00
16872,42531.63,51599.11,1225.00
16874,49471.59,54341.87,1424.00
16875,52610.75,61137.56,3448.00
16876,36179.00,45339.00,379.00
16877,68584.97,79671.65,1659.00
16878,36140.41,45254.26,1872.00
16879,40280.00,48671.00,391.00
16881,36194.17,45351.33,2414.00
16882,42524.00,51591.00,296.00
16901,41801.72,52642.45,10182.00
16911,45822.00,54184.00,311.00
16912,44875.82,53344.28,1742.00
16914,42181.07,52544.70,2404.00
16915,43819.23,56733.80,5964.00
16917,38875.77,48239.53,1407.00
16920,36675.00,45150.00,1975.00
16921,47143.00,54332.00,524.00
16922,36107.00,43089.00,2116.00
16923,37201.85,48855.72,1416.00
16925,41226.18,52667.90,3593.00
16926,43008.00,49410.00,794.00
16927,37206.00,48946.00,698.00
16928,36205.11,44168.54,1393.00
16929,41205.75,48726.57,2337.00
16930,37972.46,47173.29,1140.00
16932,39121.00,48237.00,695.00
16933,35342.19,48428.95,7156.00
16935,42231.69,50633.38,1281.00
16936,41304.15,49554.77,2411.00
16937,37206.00,48946.00,206.00
16938,38065.54,47283.79,795.00
16939,39121.00,48237.00,277.00
16940,36675.00,45150.00,313.00
16941,37206.00,48946.00,80.00
16942,36664.19,45128.77,892.00
16943,40710.85,50054.39,563.00
16946,41751.18,49973.84,2505.00
16947,38489.46,47042.50,4977.00
16948,37158.41,48692.39,1731.00
16950,37435.30,45855.82,3293.00
17002,36871.17,49483.47,761.00
17003,58347.92,68072.49,10938.00
17004,36245.87,49533.39,4883.00
17005,44205.00,56103.00,330.00
17006,45491.00,53819.00,1021.00
17007,75509.79,86909.41,5211.00
17009,36647.75,43151.72,2113.00
17010,75913.00,81436.00,111.00
17011,55466.52,68761.88,30455.00
17013,54127.85,63619.87,32528.00
17015,62959.65,73530.01,19037.00
17016,68872.00,87141.00,773.00
17017,46540.27,58892.46,1637.00
17018,63429.00,70734.00,4271.00
17019,65853.16,76950.80,15386.00
17020,53385.24,61463.15,8601.00
17021,34763.99,43776.54,1024.00
17022,57048.21,66249.98,26901.00
17023,48912.78,58388.45,3049.00
17024,53427.64,60305.05,1789.00
17025,60321.95,74416.63,13475.00
17026,55283.05,66540.58,2929.00
17027,39925.31,51297.90,344.00
17028,57111.41,67445.28,3807.00
17029,34426.00,42673.00,370.00
17030,44205.00,56103.00,713.00
17032,56331.00,65724.00,7694.00
17033,62219.58,82927.08,15054.00
17034,40235.98,49175.68,2697.00
17035,34168.95,43201.40,766.00
17036,73186.52,89711.52,18768.00
17037,49807.63,56977.62,989.00
17038,54644.09,61688.99,6569.00
17039,56797.00,61956.00,45.00
17040,53995.86,60875.75,2484.00
17041,75913.00,81436.00,192.00
17042,53430.46,65843.15,33724.00
17043,48911.70,56454.37,5497.00
17044,33427.50,42680.71,21542.00
17045,48982.76,57884.71,3322.00
17046,46063.63,53047.85,28286.00
17047,47803.44,55511.09,2333.00
17048,45696.90,55172.22,3686.00
17049,45978.66,56678.45,3194.00
17050,83688.62,99985.98,27008.00
17051,40210.90,47927.00,4451.00
17052,44782.16,52651.26,1700.00
17053,58303.54,64196.54,4753.00
17055,60500.64,72002.15,30704.00
17056,47675.00,55681.00,96.00
17057,56318.54,65178.83,21757.00
17058,40630.86,49777.34,1782.00
17059,45778.89,55625.10,6953.00
17060,43750.00,52271.00,1250.00
17061,47911.01,59176.86,6866.00
17062,49309.52,57475.92,3821.00
17063,41170.19,48303.48,3439.00
17064,63318.12,80235.46,706.00
17065,59692.49,64093.47,3646.00
17066,33277.78,41947.90,5402.00
17067,52151.37,64665.37,12761.00
17068,58440.04,64680.21,3918.00
17069,62045.00,65797.00,123.00
17070,64083.58,75393.52,14741.00
17071,45491.00,53819.00,158.00
17072,76034.20,86647.85,78.00
17073,56151.50,63104.45,4006.00
17074,46475.10,55498.69,7236.00
17075,40492.00,49492.00,163.00
17076,45696.00,56775.00,29.00
17077,57381.00,61622.00,3.00
17078,60668.67,70967.37,17762.00
17080,44205.00,56103.00,301.00
17081,57054.00,61907.00,351.00
17082,41975.59,51108.65,3167.00
17083,60764.00,79992.00,101.00
17084,45552.83,55464.36,3956.00
17086,46658.38,53475.54,2362.00
17087,57043.34,66624.41,2712.00
17088,56797.00,61956.00,870.00
17090,57711.21,65105.12,5031.00
17093,58803.10,66079.62,874.00
17094,47710.75,55697.92,2302.00
17097,45505.00,53937.00,890.00
17098,44105.73,51131.50,2583.00
17099,39934.00,51879.00,1178.00
17101,28895.57,35876.63,2016.00
17102,32336.05,43418.70,7911.00
17103,33073.45,41606.61,11676.00
17104,26748.01,36033.32,20306.00
17109,51199.65,61568.66,23380.00
17110,56921.26,69209.67,22283.00
17111,58889.66,68920.45,27395.00
17112,71198.60,84947.31,30078.00
17113,39074.51,46048.12,10700.00
17201,41306.94,51848.77,22097.00
17202,54058.71,67117.52,25368.00
17210,45114.00,60230.00,266.00
17211,42820.00,53921.00,365.00
17212,45657.65,55122.80,744.00
17213,49792.00,66008.00,622.00
17214,52466.35,60169.98,1053.00
17215,45916.63,58171.21,314.00
17217,45114.00,60230.00,94.00
17219,45114.00,60230.00,356.00
17220,45114.00,60230.00,488.00
17221,45114.00,60230.00,572.00
17222,55279.03,68947.52,8734.00
17223,42676.00,51618.00,341.00
17224,49082.02,59893.61,1678.00
17225,57171.14,74049.51,16025.00
17228,42676.00,51618.00,1042.00
17229,42445.48,51813.28,1356.00
17233,42215.90,52668.94,4811.00
17235,60881.00,71654.00,629.00
17236,54908.38,66653.90,7778.00
17237,48083.00,56181.00,1789.00
17238,50909.50,58412.69,1664.00
17239,49792.00,66008.00,216.00
17240,54123.58,61406.31,3085.00
17241,54078.22,60270.78,11471.00
17243,39748.84,52287.83,1361.00
17244,51366.39,62184.06,2251.00
17246,51270.00,62760.00,187.00
17247,48083.00,56181.00,25.00
17249,40491.00,53469.00,395.00
17250,51645.00,58745.00,13.00
17251,51270.00,62760.00,110.00
17252,50552.03,58840.66,3489.00
17253,40491.00,53469.00,312.00
17254,53699.00,63408.00,86.00
17255,49454.37,65552.83,1075.00
17256,62861.00,75841.00,29.00
17257,45249.05,52357.88,23467.00
17260,36180.38,46570.63,1309.00
17261,48083.00,56181.00,49.00
17262,45114.00,60230.00,1307.00
17263,62575.92,75401.72,488.00
17264,40594.35,53381.45,2243.00
17265,51245.65,62632.16,496.00
17266,57122.00,65725.00,581.00
17267,50437.69,58023.33,2618.00
17268,50075.74,59737.85,25497.00
17270,50516.00,58802.00,83.00
17271,45114.00,60230.00,380.00
17272,62047.48,77548.85,49.00
17301,59554.68,67979.51,3605.00
17302,59211.74,69307.67,2896.00
17304,52562.10,62418.81,2718.00
17306,52731.00,61841.00,299.00
17307,53833.48,65248.09,5580.00
17309,64692.92,70369.20,2095.00
17311,61315.00,73808.00,219.00
17313,56165.41,69357.09,10357.00
17314,57190.61,65536.42,5540.00
17315,53298.13,62984.72,22525.00
17316,61699.82,75730.75,7384.00
17317,53327.00,59350.00,579.00
17318,51784.00,56728.00,283.00
17319,63606.46,69961.76,9431.00
17320,66543.60,79823.77,6911.00
17321,72863.46,78824.06,1999.00
17322,64587.85,72482.30,5621.00
17324,63252.73,72704.41,4349.00
17325,52663.15,66236.96,25594.00
17327,65648.89,76568.49,7276.00
17329,74272.47,81727.60,2178.00
17331,57720.61,65676.75,43816.00
17339,72033.05,87248.32,5975.00
17340,60067.93,69216.30,9668.00
17343,57194.00,66634.00,199.00
17344,45614.87,51062.64,3206.00
17345,56106.54,64204.17,6689.00
17347,60094.73,68601.92,4431.00
17349,72824.76,81862.61,6740.00
17350,52003.92,60872.92,11636.00
17352,74351.80,80928.76,1126.00
17353,57399.21,66753.78,2948.00
17355,72647.00,83070.00,287.00
17356,59869.12,69878.18,17716.00
17360,64942.09,77744.23,4860.00
17361,73901.10,78132.44,4798.00
17362,62680.05,73118.76,12245.00
17363,78496.57,87826.73,8506.00
17364,63972.43,70424.90,3766.00
17365,59138.00,75211.00,2460.00
17366,61424.26,72253.15,4994.00
17368,56819.93,65977.37,7045.00
17370,55962.45,63440.05,5149.00
17371,58552.00,64822.00,220.00
17372,60741.17,68888.43,3683.00
17401,24338.29,33700.88,16244.00
17402,62201.95,75495.96,29908.00
17403,50028.10,64728.50,36765.00
17404,56419.54,64056.99,28828.00
17406,58897.33,70941.64,18953.00
17407,68854.00,83374.00,1542.00
17408,59555.56,68329.91,19185.00
17501,52361.68,59703.82,4436.00
17502,65811.00,78027.00,2405.00
17505,54441.48,66993.24,1550.00
17507,58847.00,75879.00,62.00
17508,56542.00,70486.00,422.00
17509,55423.99,67850.37,4491.00
17512,46508.33,55307.48,17333.00
17516,63606.06,76039.86,4458.00
17517,60057.15,69650.57,13770.00
17518,53778.00,63690.00,1151.00
17519,58596.86,71643.57,5665.00
17520,61818.00,80852.00,4630.00
17522,53627.24,65198.46,29287.00
17527,56895.79,66539.18,5448.00
17529,52397.62,65020.21,4069.00
17532,56938.93,65795.20,3219.00
17535,55904.18,66975.73,2061.00
17536,58655.16,76287.09,2496.00
17538,73422.48,86344.68,6252.00
17540,58328.74,71837.57,9184.00
17543,67002.93,84146.97,36646.00
17545,59061.74,68147.18,19092.00
17547,53750.65,62449.98,5666.00
17550,63292.00,69326.00,518.00
17551,51496.11,61451.75,9572.00
17552,58268.66,69467.06,14316.00
17554,64300.37,74556.21,5457.00
17555,62413.12,75605.04,6941.00
17557,52933.47,64708.99,12822.00
17560,52001.54,59723.10,4867.00
17562,53239.30,66861.27,4113.00
17563,54183.32,64601.04,3471.00
17565,58089.76,67140.11,2496.00
17566,56940.97,66437.98,10741.00
17569,61337.99,69997.28,5020.00
17570,65225.51,73614.45,283.00
17572,53012.32,65032.71,3671.00
17576,50952.00,61030.00,119.00
17578,58290.19,69601.35,7331.00
17579,62412.82,72517.50,5767.00
17581,58887.00,71824.00,976.00
17582,60368.44,71470.24,2062.00
17584,61743.23,76874.22,8418.00
17601,64888.30,82827.00,45502.00
17602,40530.17,50740.25,46699.00
17603,48290.28,57761.76,57612.00
17606,68431.00,84368.00,781.00
17701,31841.20,42910.39,43497.00
17702,48320.76,55428.26,10984.00
17721,42798.00,51812.00,1531.00
17723,42120.00,59424.00,40.00
17724,36184.79,42541.47,5115.00
17727,42464.58,59074.69,102.00
17728,51402.36,62782.00,5257.00
17729,29454.40,38376.19,223.00
17730,42124.00,52623.00,230.00
17731,36003.60,48736.85,222.00
17737,48390.44,58602.88,6018.00
17739,42120.00,59424.00,55.00
17740,46942.62,54808.32,13027.00
17742,50982.00,56853.00,50.00
17744,45919.59,55232.64,3463.00
17745,34091.02,44507.29,18003.00
17747,47249.40,56584.46,2759.00
17748,40349.00,47505.00,256.00
17749,42124.00,52623.00,282.00
17750,45551.00,52961.00,205.00
17751,44355.40,52138.21,6651.00
17752,45893.02,53735.39,5517.00
17754,50698.55,61234.96,12088.00
17756,45536.37,55514.05,11991.00
17758,39341.23,49921.56,1069.00
17760,26151.00,36036.00,713.00
17762,48460.87,58539.03,536.00
17763,36106.00,45614.00,302.00
17764,26151.00,36036.00,2510.00
17765,37953.83,47157.73,1145.00
17767,45551.00,52961.00,65.00
17768,35991.00,48808.00,343.00
17771,47020.43,56705.66,3449.00
17772,50192.10,64051.18,2330.00
17774,49136.59,55953.79,1307.00
17776,40189.51,54990.99,405.00
17777,43188.01,54079.18,6783.00
17778,26151.00,36036.00,179.00
17779,42798.00,51812.00,241.00
17801,35476.33,43729.57,17147.00
17810,33254.19,38183.06,3673.00
17812,45032.89,49848.02,1414.00
17813,43661.77,49090.27,1876.00
17814,42903.22,52553.68,4840.00
17815,43837.06,58570.13,27695.00
17820,48530.10,58112.90,5511.00
17821,49007.46,64877.59,18255.00
17822,51550.00,82956.00,77.00
17823,43795.93,55822.87,1152.00
17824,54703.29,66225.08,3588.00
17827,45897.00,58056.00,683.00
17829,43835.00,52616.00,211.00
17830,45976.00,58120.00,2024.00
17832,40303.00,48996.00,741.00
17834,34847.89,48017.07,3512.00
17835,43835.00,52616.00,155.00
17836,45976.00,58120.00,163.00
17837,38724.09,55672.79,14095.00
17840,40303.00,48996.00,334.00
17841,44663.80,49347.33,4740.00
17842,42804.14,52484.71,8365.00
17844,44482.26,53772.54,9481.00
17845,44000.15,52887.59,2327.00
17846,43748.58,59423.84,3752.00
17847,40996.97,49308.43,11895.00
17850,41993.00,55704.00,512.00
17851,33513.89,41680.99,8191.00
17853,44559.95,51401.78,2922.00
17855,50833.00,64124.00,936.00
17856,45282.00,51503.00,3326.00
17857,45154.86,54449.21,7440.00
17859,46864.26,61910.38,3194.00
17860,54064.92,65797.96,1875.00
17861,38342.00,46688.00,112.00
17862,38342.00,46688.00,469.00
17864,45893.97,58044.28,2312.00
17865,41993.00,55704.00,58.00
17866,30460.29,39562.36,10628.00
17867,45976.00,58120.00,147.00
17868,55052.00,68874.00,981.00
17870,44019.15,57310.06,13901.00
17872,30750.19,39819.82,10423.00
17876,52263.00,72388.00,1518.00
17878,45345.60,53106.81,1359.00
17880,43835.00,52616.00,56.00
17881,35510.00,47092.00,1616.00
17884,43843.00,56378.00,267.00
17885,43835.00,52616.00,116.00
17886,39861.12,51582.45,592.00
17887,15196.64,17284.41,350.00
17888,50728.00,58131.00,382.00
17889,52294.09,67330.79,2374.00
17901,39292.04,48297.20,26494.00
17920,50728.00,58131.00,292.00
17921,41098.04,47537.76,6656.00
17922,58336.64,69533.02,4256.00
17923,42843.66,48169.96,467.00
17925,44241.00,49724.00,372.00
17929,53977.00,63130.00,1610.00
17930,35553.00,43227.00,435.00
17931,41333.41,51119.19,8718.00
17933,56396.00,68918.00,71.00
17934,43734.00,53615.00,523.00
17935,45423.00,52537.00,1990.00
17936,45423.00,52537.00,776.00
17938,52549.48,61229.46,2509.00
17941,51222.43,57609.18,804.00
17943,45423.00,52537.00,202.00
17944,48034.00,56899.00,211.00
17945,49283.98,56608.31,158.00
17946,43734.00,53615.00,383.00
17948,29825.89,37365.21,5680.00
17949,43734.00,53615.00,300.00
17951,48034.00,56899.00,364.00
17952,44241.00,49724.00,301.00
17953,35553.00,43227.00,526.00
17954,35627.55,42886.76,4674.00
17957,49286.00,55104.00,266.00
17959,35553.00,43227.00,1500.00
17960,53247.19,63807.77,3273.00
17961,53262.27,71121.95,6781.00
17963,50994.92,59943.17,8898.00
17964,52175.74,57516.37,748.00
17965,41989.58,45348.37,2192.00
17967,49237.00,55501.00,2499.00
17968,52561.00,61578.00,312.00
17970,33389.64,39158.85,3531.00
17972,50388.03,61128.81,11050.00
17974,48034.00,56899.00,305.00
17976,31906.73,39805.84,7633.00
17978,52561.00,61578.00,271.00
17979,56396.00,68918.00,192.00
17980,50089.32,55991.78,3168.00
17981,43085.63,48240.29,2782.00
17982,44241.00,49724.00,415.00
17983,52561.00,61578.00,1527.00
17985,49415.92,55816.60,1158.00
18011,71959.63,79122.74,4511.00
18013,57029.43,65375.76,16612.00
18014,62496.68,70485.70,11326.00
18015,44996.71,61421.96,30612.00
18017,64939.05,76522.19,35455.00
18018,46494.40,55667.98,30915.00
18020,74018.20,90220.33,18698.00
18030,58829.00,63486.00,556.00
18031,71879.43,82436.98,3426.00
18032,54270.59,59857.83,9367.00
18034,94037.35,118693.41,6118.00
18035,65686.23,72097.74,247.00
18036,78422.39,93840.21,12170.00
18037,65546.67,73596.26,6970.00
18038,67619.03,72652.26,2628.00
18040,82245.02,95071.99,9278.00
18041,65964.05,77370.87,5597.00
18042,47063.42,59536.35,39390.00
18045,69973.59,81683.78,21248.00
18046,74008.60,95814.20,40.00
18049,64040.51,74214.94,17350.00
18051,73344.65,88268.13,3162.00
18052,53023.39,62674.98,25122.00
18053,73316.00,74052.00,2211.00
18054,73396.88,89315.46,4180.00
18055,65440.16,83124.18,10507.00
18056,67273.00,81898.00,910.00
18058,60188.24,65192.43,8119.00
18059,76403.46,88172.25,1262.00
18062,72199.26,88882.74,14332.00
18063,62449.00,72065.00,524.00
18064,74782.24,84502.70,21362.00
18066,76739.17,84386.02,5187.00
18067,59483.22,69686.42,15556.00
18068,64375.00,88810.00,41.00
18069,83870.17,106027.89,6649.00
18070,73634.08,90057.78,708.00
18071,50699.83,55230.20,10008.00
18072,57269.92,65756.55,6411.00
18073,69639.46,82478.91,6962.00
18074,77287.05,86597.73,5689.00
18076,58018.32,64484.51,2320.00
18077,70744.50,92663.59,2394.00
18078,77215.24,91417.69,6273.00
18079,67411.00,67850.00,392.00
18080,58854.38,64723.14,11619.00
18081,72639.00,87194.00,368.00
18083,63750.00,68804.00,488.00
18085,63750.00,68804.00,923.00
18086,64612.00,71323.00,374.00
18087,101162.35,118283.26,789.00
18088,60535.57,66959.41,7838.00
18091,59883.80,66648.70,5688.00
18092,65854.63,87053.16,2914.00
18101,20527.36,28070.23,3872.00
18102,27520.16,34893.02,43001.00
18103,52682.39,67112.69,42641.00
18104,66485.46,81988.66,39610.00
18105,37326.00,49108.00,61.00
18106,80775.43,96934.86,6104.00
18109,40801.97,46293.90,17013.00
18201,34101.11,44596.51,25798.00
18202,38377.55,47038.73,9670.00
18210,52147.06,61797.39,4410.00
18211,51021.70,59515.29,1230.00
18212,53090.00,58434.00,95.00
18214,44494.64,56082.54,2171.00
18216,45500.96,53654.83,1161.00
18218,30777.00,37114.00,2294.00
18219,62654.15,90595.98,1414.00
18220,46404.00,55843.00,367.00
18221,44200.05,50594.24,388.00
18222,56366.32,68414.80,7170.00
18223,45586.00,51498.00,90.00
18224,37636.46,46718.94,5982.00
18225,45586.00,51498.00,95.00
18229,48165.14,63489.39,7084.00
18230,45495.00,53806.00,179.00
18231,46404.00,55843.00,509.00
18232,38252.00,40293.00,4219.00
18234,45586.00,51498.00,461.00
18235,51568.81,58622.88,18117.00
18237,37439.86,44888.34,3261.00
18239,35570.34,45456.65,110.00
