from http://www.psc.isr.umich.edu/dis/census/Features/tract2zip/,,,
Zip,Median,Mean,Pop
55983,57755.32,63296.14,1497.00
55985,68923.82,80877.36,1972.00
55987,40680.25,52306.50,35052.00
55990,53766.50,63615.27,1012.00
55991,55748.87,64045.89,1473.00
55992,57854.32,62792.35,4308.00
56001,43379.55,55585.79,38955.00
56003,61067.74,70302.61,12771.00
56007,42996.70,51960.80,22016.00
56009,52732.04,68198.60,1723.00
56010,51726.73,59632.54,1196.00
56011,69306.16,75333.00,5971.00
56013,37847.75,45203.27,4933.00
56014,43538.36,51849.64,860.00
56016,56642.32,66555.77,1110.00
56017,61178.30,71558.40,1467.00
56019,37824.09,44352.99,770.00
56020,51815.00,69173.00,122.00
56021,61913.78,72615.92,1019.00
56022,45893.00,54450.00,85.00
56023,43747.48,56281.92,593.00
56024,61802.04,75577.72,2134.00
56025,49851.46,62980.75,578.00
56026,56777.16,62420.08,1976.00
56027,97762.46,121501.76,1097.00
56028,58596.68,66298.70,1097.00
56029,52006.51,69148.92,805.00
56031,43413.59,55443.28,12679.00
56032,55060.00,65725.00,330.00
56033,43462.00,51715.00,424.00
56034,56258.53,66653.75,520.00
56035,53060.00,63114.00,445.00
56036,50946.82,57884.33,2110.00
56037,58108.81,66160.67,1681.00
56039,48007.88,59762.44,1102.00
56041,54659.00,62037.00,1104.00
56042,55060.00,65725.00,753.00
56043,49705.09,56580.71,509.00
56044,58174.44,65787.97,2144.00
56045,53060.00,63114.00,840.00
56046,70552.00,73159.00,90.00
56047,47298.00,56353.00,109.00
56048,54827.92,64253.12,4019.00
56050,65295.00,74685.00,1462.00
56051,43462.00,51715.00,810.00
56052,51082.44,60156.93,729.00
56054,60522.32,71134.16,1041.00
56055,56251.12,67784.30,3859.00
56056,45893.00,54450.00,99.00
56057,53646.34,65160.67,3733.00
56058,56178.22,62918.83,5930.00
56060,50025.00,59308.00,514.00
56062,46719.99,55418.42,3361.00
56063,61696.97,74392.16,2556.00
56065,55976.65,63962.57,2792.00
56068,51241.31,62801.32,1141.00
56069,50323.80,60396.47,4308.00
56071,66106.09,76263.51,8813.00
56072,54770.48,61077.75,2463.00
56073,49075.23,61974.75,17228.00
56074,61281.23,71032.18,1832.00
56075,45288.00,53856.00,201.00
56078,56409.84,63999.35,480.00
56080,68859.00,77059.00,711.00
56081,41554.45,51869.39,6304.00
56082,50093.60,60104.22,12087.00
56083,43771.80,52034.71,1048.00
56085,47113.48,54432.20,5917.00
56087,45191.69,54011.63,3325.00
56088,48266.58,58684.17,2219.00
56089,51815.00,69173.00,171.00
56090,51047.00,58940.00,758.00
56091,51639.00,57975.00,399.00
56093,50779.94,58489.61,12939.00
56096,59265.21,66445.20,3060.00
56097,42528.13,52309.89,4250.00
56098,42045.90,53901.25,2300.00
56101,40605.51,58906.75,5797.00
56110,45363.16,57746.92,1978.00
56111,54375.00,68314.00,459.00
56113,49875.00,57744.00,238.00
56114,45045.17,49917.02,407.00
56115,49484.13,60306.98,1388.00
56116,50986.88,60599.17,597.00
56117,42601.00,57329.00,404.00
56118,24792.53,29434.40,308.00
56119,50975.89,62620.98,1090.00
56120,49499.82,58690.55,1267.00
56121,52360.47,69701.71,707.00
56122,44431.37,55393.76,641.00
56123,48096.23,60254.25,555.00
56125,45000.00,49764.00,72.00
56127,52408.63,69765.18,450.00
56128,42308.94,52399.95,1998.00
56129,42366.47,56479.93,845.00
56131,46103.71,57226.10,2516.00
56132,49311.18,60711.17,565.00
56134,52955.00,62274.00,521.00
56136,49875.00,57744.00,1176.00
56137,50612.35,63932.84,1312.00
56138,41205.00,52275.00,832.00
56139,47941.00,59469.00,495.00
56140,41607.00,59788.00,100.00
56141,44689.75,55642.93,401.00
56142,49875.00,57744.00,1170.00
56143,42781.31,56919.25,4802.00
56144,101364.75,127386.68,1165.00
56145,37258.84,45516.00,607.00
56146,41205.00,52275.00,43.00
56147,51438.01,61336.70,210.00
56149,42830.47,53851.33,1335.00
56150,44900.00,53825.99,3005.00
56151,45507.75,57074.85,898.00
56152,44133.00,52342.65,1618.00
56153,45714.00,57800.00,251.00
56155,45714.00,57800.00,467.00
56156,45711.91,54939.11,5993.00
56157,62814.26,71648.37,729.00
56158,42248.79,53442.26,472.00
56159,7463.37,8887.35,593.00
56160,49877.85,60025.67,249.00
56161,51667.00,62511.00,438.00
56162,49002.38,58981.31,306.00
56164,97359.40,118256.07,6173.00
56165,51385.00,63193.00,382.00
56166,42886.36,50531.68,259.00
56167,45839.38,59180.01,739.00
56168,47817.98,60492.39,1087.00
56169,50751.16,60906.35,752.00
56170,48341.89,60006.49,712.00
56171,52011.77,68191.68,1870.00
56172,45537.41,51937.06,3100.00
56173,41205.00,52275.00,441.00
56174,40012.28,51916.07,431.00
56175,42837.02,49525.86,3252.00
56176,47922.56,58515.43,1172.00
56177,41607.00,59788.00,64.00
56178,42413.93,53677.40,1839.00
56180,42479.94,54024.14,1168.00
56181,46464.47,56363.01,1221.00
56183,40429.58,50820.11,1446.00
56185,46775.61,58809.57,625.00
56186,44017.25,54603.34,454.00
56187,40112.23,49778.27,12745.00
56201,43537.67,56296.58,22015.00
56207,57404.31,65160.06,311.00
56208,39829.42,53486.88,3667.00
56209,54251.29,65230.89,2454.00
56210,45694.00,58188.00,23.00
56211,44169.63,56910.96,652.00
56212,45398.00,58892.00,633.00
56214,48537.83,59751.92,800.00
56215,41491.12,52811.28,4943.00
56216,58242.52,67158.42,810.00
56218,45621.91,55307.91,741.00
56219,78470.55,106814.79,1205.00
56220,49674.53,56633.26,3407.00
56221,57237.04,64857.03,1016.00
56222,42915.77,52461.50,2144.00
56223,47510.09,55370.69,1568.00
56224,49369.19,59038.90,397.00
56225,45835.24,54587.99,881.00
56226,59132.28,73802.72,284.00
56227,45870.00,53702.00,274.00
56228,49173.83,58148.21,1045.00
56229,51756.85,61223.66,1822.00
56230,43404.16,52756.05,955.00
56231,60921.00,73196.00,481.00
56232,45363.84,55558.27,2474.00
56235,57424.33,65437.39,622.00
56236,39461.30,52414.27,453.00
56237,48657.00,56338.00,636.00
56239,63042.22,71828.45,570.00
56240,44709.37,57097.64,1135.00
56241,51099.98,57279.72,4354.00
56243,48938.21,57866.23,1751.00
56244,50241.22,60437.04,1520.00
56245,48632.93,56254.39,555.00
56248,40691.74,49781.34,883.00
56249,42472.44,56083.98,383.00
56251,59628.00,70746.00,1027.00
56252,45762.64,53443.91,1313.00
56253,51783.87,60446.40,1174.00
56255,41919.00,54061.00,444.00
56256,47256.35,55517.29,3002.00
56257,45398.00,58892.00,562.00
56258,45633.69,56897.18,14788.00
56260,46440.04,56757.41,1002.00
56262,48341.29,62131.33,706.00
56263,43905.52,55736.98,581.00
56264,52508.06,61895.42,2373.00
56265,42735.35,53381.04,7958.00
56266,49662.36,59358.49,1760.00
56267,44857.62,62207.38,6790.00
56270,47847.80,56373.95,1036.00
56271,44580.82,51824.30,1328.00
56273,59051.15,80985.47,4490.00
56274,40063.66,49794.54,175.00
56276,45752.80,54990.68,290.00
56277,42470.68,52627.71,3359.00
56278,40849.60,49960.43,2884.00
56279,69712.33,86843.68,1272.00
56280,47918.16,56007.12,562.00
56281,58500.00,67426.00,585.00
56282,57950.30,68347.39,1680.00
56283,43595.25,56255.27,7136.00
56284,48361.99,56101.16,2265.00
56285,50260.00,56964.00,1180.00
56287,48914.00,60285.00,70.00
56288,59934.24,77408.73,4523.00
56289,55120.99,65362.20,692.00
56291,49927.06,58847.07,612.00
56292,42101.57,54223.45,690.00
56293,48745.42,60135.00,1287.00
56294,48914.00,60285.00,103.00
56295,47885.00,61766.00,307.00
56296,43048.74,56143.51,2329.00
56297,48728.98,56353.47,865.00
56301,43041.85,61644.80,29000.00
56303,45343.89,57949.55,23661.00
56304,37775.95,49987.27,15261.00
56307,55595.67,60917.28,4193.00
56308,46166.82,56925.83,21706.00
56309,44470.66,56322.18,1161.00
56310,64724.04,72906.42,4888.00
56311,39666.63,48884.14,751.00
56312,44024.83,55568.23,2514.00
56313,55383.00,62947.00,107.00
56314,54604.32,61038.10,1109.00
56315,48714.21,56884.81,1486.00
56316,45751.70,55969.44,1471.00
56318,50894.68,60930.66,1216.00
56319,54451.53,67540.26,1117.00
56320,67404.77,73561.21,7232.00
56321,70682.00,88228.00,684.00
56323,55601.06,74690.01,564.00
56324,54650.92,63492.13,1075.00
56325,40466.00,51225.00,165.00
56326,48195.90,57070.38,1477.00
56327,59548.67,71316.04,766.00
56328,54459.00,59469.00,149.00
56329,55648.45,63863.55,6515.00
56330,52018.59,59394.58,1261.00
56331,56179.69,63994.59,1855.00
56332,56458.14,70556.48,1315.00
56334,43857.90,56607.46,5544.00
56335,56563.00,65969.00,170.00
56336,46986.19,61409.21,1513.00
56338,50655.81,59427.40,1591.00
56339,40384.03,49035.86,1134.00
56340,58237.60,63248.66,2194.00
56342,43649.88,52071.79,2706.00
56343,53695.25,61481.95,878.00
56345,44090.27,52339.62,14589.00
56347,43584.03,51324.80,6595.00
56349,48177.00,53686.37,690.00
56350,39539.09,46135.25,554.00
56352,50195.95,59433.45,5358.00
56353,46265.60,53741.62,7184.00
56354,44191.00,59375.00,1189.00
56355,54051.00,65839.00,507.00
56356,56563.00,65969.00,280.00
56357,55779.61,62518.99,902.00
56358,48970.26,55322.60,3026.00
56359,34680.89,44981.43,3664.00
56360,51988.66,59151.52,3659.00
56361,40880.10,51003.68,2466.00
56362,52475.51,60170.60,5660.00
56363,55383.00,62947.00,109.00
56364,51127.37,59902.07,5211.00
56367,62096.23,70957.98,5446.00
56368,59484.14,65647.68,4105.00
56369,70682.00,88228.00,478.00
56371,58042.00,63345.00,114.00
56373,57913.45,64153.79,2602.00
56374,60386.87,68274.48,9260.00
56375,67904.00,77172.00,858.00
56376,58042.00,63345.00,280.00
56377,69414.94,84381.75,11399.00
56378,49618.55,57482.20,7265.00
56379,55357.91,64667.07,13698.00
56381,49173.20,59122.40,2551.00
56382,53290.32,60436.16,1525.00
56384,54167.00,60552.00,336.00
56385,55020.07,63492.37,961.00
56386,44099.39,53460.79,763.00
56387,38249.89,45332.19,6577.00
56389,50270.00,58313.00,89.00
56401,44066.64,53241.79,26942.00
56425,49419.13,66324.46,5588.00
56431,42856.74,52254.33,8252.00
56433,44569.85,55748.74,1639.00
56434,39702.90,49642.05,181.00
56435,39113.16,47585.41,2610.00
56436,45410.87,57851.34,51.00
56437,41124.76,50738.55,1259.00
56438,44191.86,52407.10,2888.00
56440,40945.58,51512.65,1361.00
56441,38033.31,52336.29,3296.00
56442,49148.65,64281.58,2061.00
56443,45541.08,54279.35,1413.00
56444,43608.79,55502.19,3098.00
56446,41021.90,51800.62,1663.00
56447,42291.16,49089.94,1148.00
56448,42832.43,50511.12,375.00
56449,56572.71,61100.45,1458.00
56450,41755.68,49189.28,1043.00
56452,44022.70,52823.67,1885.00
56453,41455.40,50092.27,921.00
56455,41678.66,54611.32,1372.00
56456,50700.00,75974.00,47.00
56458,52813.97,64656.65,347.00
56461,48596.97,59838.54,2829.00
56464,40323.75,47896.68,3993.00
56465,49339.67,57053.84,1993.00
56466,44525.89,56196.84,2816.00
56467,44356.74,54865.24,2148.00
56468,52612.27,67931.46,4400.00
56469,36139.20,43757.48,989.00
56470,41122.43,54315.75,9667.00
56472,43183.93,58859.30,5212.00
56473,56433.17,73330.79,2563.00
56474,40353.07,51055.63,3905.00
56475,52605.34,58477.19,1496.00
56477,39739.68,48555.01,2750.00
56479,38782.94,47019.34,5378.00
56481,38205.85,48359.73,1950.00
56482,32544.78,42442.07,6968.00
56484,46935.95,61361.89,3434.00
56501,45151.51,58642.19,14995.00
56510,43392.78,53717.45,2365.00
56511,52862.92,63048.03,1580.00
56514,57761.82,65414.76,3237.00
56515,44972.91,55915.45,2877.00
56516,38374.27,49014.86,338.00
56517,52677.38,62572.96,279.00
56518,40900.00,49916.00,383.00
56519,49411.97,58302.50,333.00
56520,45028.93,53489.27,4138.00
56521,41266.31,54625.61,740.00
56522,53719.11,66764.49,721.00
56523,52699.00,62086.00,567.00
56524,42720.75,52015.75,711.00
56525,66432.00,73441.00,125.00
56527,42160.26,48770.32,843.00
56528,45546.31,55307.10,1666.00
56529,50625.00,59638.00,3031.00
56531,43621.07,55614.80,2150.00
56533,57429.00,66472.00,291.00
56534,49173.28,56597.62,1154.00
56535,40481.02,51992.03,1276.00
56536,65110.56,69329.33,593.00
56537,43393.15,55465.88,19022.00
56540,50006.65,66794.39,1987.00
56541,38558.00,52554.00,15.00
56542,40179.52,49087.13,2833.00
56543,53347.00,66782.00,295.00
56544,48533.33,59640.07,4869.00
56545,38558.00,52554.00,802.00
56546,66927.00,71167.00,384.00
56547,63492.53,69409.36,2423.00
56548,41738.00,51841.00,862.00
56549,56931.34,61671.05,4144.00
56550,41813.55,51915.72,449.00
56551,41865.20,49212.92,2188.00
56552,56250.57,61722.11,467.00
56553,53347.00,66782.00,362.00
56554,53494.59,69941.87,2511.00
56556,41375.60,53014.93,1160.00
56557,38659.76,48613.84,2942.00
56560,45491.02,55189.57,35016.00
56565,52057.21,65343.56,121.00
56566,39375.00,49077.00,323.00
56567,41782.17,50385.56,3210.00
56568,52699.00,62086.00,149.00
56569,39511.00,52827.00,1264.00
56570,43569.69,55593.39,1257.00
56571,41539.94,51856.03,1707.00
56572,41050.79,53836.87,5552.00
56573,43858.52,51978.71,5599.00
56574,42186.33,52284.37,333.00
56575,40176.88,53061.84,736.00
56576,44405.23,53328.69,912.00
56577,39511.00,52827.00,29.00
56578,45744.24,57333.68,671.00
56579,50766.16,61634.31,1207.00
56580,65870.51,72879.30,1021.00
56581,41738.00,51841.00,370.00
56583,46466.34,59640.17,238.00
56584,38558.00,52554.00,1713.00
56585,56280.50,61625.73,1009.00
56586,48597.35,59775.59,1756.00
56587,50948.11,62531.29,1298.00
56588,41771.76,50694.59,518.00
56589,39146.73,50110.94,2001.00
56590,43258.26,54997.27,418.00
56591,39511.00,52827.00,156.00
56592,41339.73,53064.12,493.00
56593,43886.00,54370.00,20.00
56594,53347.00,66782.00,478.00
56601,44721.94,55384.78,28205.00
56621,37988.25,48699.19,4409.00
56623,17161.67,27320.06,1262.00
56626,32418.00,38049.00,429.00
56627,42198.00,50140.00,369.00
56628,42061.80,48854.78,1700.00
56629,42198.00,50140.00,239.00
56630,42342.73,49030.72,2047.00
56633,38673.76,45388.67,4399.00
56634,40297.16,49921.21,1597.00
56636,43053.27,49075.81,4996.00
56637,37864.93,43655.48,240.00
56639,40776.48,47289.36,415.00
56641,37200.31,48376.66,347.00
56644,40355.00,49958.14,778.00
56646,40202.00,48974.00,399.00
56647,46700.31,54012.89,821.00
56649,36027.41,52261.23,10572.00
56650,38625.83,47193.19,824.00
56651,39777.67,49026.85,497.00
56652,41207.53,50872.57,492.00
56653,48743.38,58696.58,1463.00
56654,42198.00,50140.00,159.00
56655,41768.98,52117.45,1350.00
56657,49390.40,57754.79,238.00
56658,42198.00,50140.00,11.00
56659,38410.23,42454.27,46.00
56660,42198.00,50140.00,304.00
56661,40235.83,47470.88,1025.00
56662,36910.26,46411.39,459.00
56663,48397.45,55372.00,214.00
56666,30421.00,35242.00,1068.00
56667,43528.12,49237.25,650.00
56668,47231.49,59225.29,178.00
56669,50414.43,62142.06,406.00
56670,30421.00,35242.00,1298.00
56671,30726.04,35694.18,2772.00
56672,36873.37,46196.72,1913.00
56673,45175.12,58658.81,851.00
56676,42949.87,53067.51,1648.00
56678,50428.43,59393.67,1102.00
56680,38254.59,42743.29,112.00
56681,38338.32,42587.80,338.00
56683,51972.72,61536.55,662.00
56684,43160.07,50900.40,334.00
56685,39293.00,48165.00,121.00
56686,42105.00,68970.00,1083.00
56687,50410.00,58881.00,84.00
56688,37804.00,43580.00,181.00
56701,43692.69,53052.94,12330.00
56710,49646.97,58388.43,535.00
56711,42105.00,68970.00,120.00
56713,51960.91,63201.83,1118.00
56714,50320.15,60935.97,1336.00
56715,1724.67,2100.98,17.00
56716,42994.33,53178.16,9859.00
56720,55750.00,68188.00,62.00
56721,53890.42,61088.08,9164.00
56722,67411.00,79021.00,439.00
56723,53962.76,63540.72,1013.00
56724,45875.00,55774.00,205.00
56725,53233.58,58108.13,969.00
56726,46903.23,53288.35,1749.00
56727,43202.95,52558.36,841.00
56728,54130.26,66175.26,1636.00
56729,39792.00,48358.00,184.00
56731,55750.00,68188.00,108.00
56732,40255.27,48737.24,1206.00
56733,54774.97,66976.39,540.00
56734,39792.00,48358.00,527.00
56735,42762.71,52048.77,866.00
56736,42731.11,55574.54,889.00
56737,45918.10,55769.90,913.00
56738,47683.38,55602.09,1320.00
56741,42105.00,68970.00,31.00
56742,13012.71,13942.39,209.00
56744,108993.85,126097.71,720.00
56748,6766.00,7539.11,81.00
56750,42322.07,50228.06,2567.00
56751,51629.06,57318.88,5826.00
56754,59700.00,62867.00,526.00
56755,55750.00,68188.00,153.00
56756,48406.19,56625.51,866.00
56757,52593.52,64421.97,1112.00
56758,48063.00,55566.00,469.00
56759,46002.63,52388.58,348.00
56760,48063.00,55566.00,373.00
56761,46544.71,52504.26,521.00
56762,51647.05,60471.47,2675.00
56763,49700.91,59479.67,5206.00
57001,47921.55,60909.81,1672.00
57002,52170.00,60189.00,863.00
57003,60928.27,69611.54,1879.00
57004,48676.88,61074.55,3356.00
57005,66544.79,77906.85,10473.00
57006,42304.12,52578.87,24530.00
57010,56404.75,68151.22,493.00
57012,42125.00,63973.00,1160.00
57013,49068.70,59267.71,4440.00
57014,45124.50,54386.23,1471.00
57015,51660.00,59485.00,787.00
57016,56546.00,70518.00,693.00
57017,57066.00,67009.00,1340.00
57018,58633.00,70170.00,1372.00
57020,60331.51,74260.44,1502.00
57021,42907.00,51619.00,276.00
57022,57017.63,64085.00,4996.00
57024,48363.54,58951.53,428.00
57025,61223.61,73177.11,2795.00
57026,95789.79,114956.81,1471.00
57027,47076.00,58759.00,109.00
57028,48436.34,59018.93,3448.00
57029,36990.63,47017.12,2023.00
57030,115312.19,133384.88,2966.00
57031,52949.57,63312.08,741.00
57032,72986.56,91730.80,5906.00
57033,62251.81,72441.85,4713.00
57034,47137.07,58914.35,712.00
57035,61498.89,72054.02,1200.00
57036,43026.04,51725.98,811.00
57037,50135.13,59943.79,819.00
57038,65577.00,98153.00,1667.00
57039,52968.40,69031.77,3265.00
57040,52408.00,62745.00,389.00
57041,58633.00,70170.00,97.00
57042,39266.42,49506.91,8415.00
57043,50685.96,59024.09,1378.00
57045,37424.94,47659.84,996.00
57046,52408.00,62745.00,626.00
57047,48568.75,60940.01,256.00
57048,43421.87,64917.48,1170.00
57049,65577.00,98153.00,5789.00
57050,48665.00,57637.00,191.00
57051,44835.00,56256.00,263.00
57052,38580.76,58241.32,452.00
57053,50964.90,59432.22,1893.00
57054,48665.00,57637.00,502.00
57055,60731.82,73131.99,1090.00
57057,48665.00,57637.00,152.00
57058,41965.58,64399.75,1973.00
57059,42110.70,54131.75,1522.00
57061,51005.00,57615.00,102.00
57062,36827.30,49504.71,2410.00
57063,44158.17,53377.07,1006.00
57064,69373.12,77829.23,5072.00
57065,57066.00,67009.00,397.00
57066,42228.55,51761.18,1508.00
57067,52408.00,62745.00,537.00
57068,125259.79,153140.14,1503.00
57069,31644.06,48349.86,11988.00
57070,43406.75,52204.23,1387.00
57071,50972.01,57615.31,2758.00
57072,53987.90,64399.34,584.00
57073,58775.12,69388.90,711.00
57075,55778.39,69263.39,893.00
57076,46668.29,56769.09,521.00
57077,56591.44,73571.88,1324.00
57078,84819.07,110608.44,19134.00
57103,57708.34,73336.32,34480.00
57104,38328.18,45487.68,25901.00
57105,51674.89,68253.87,22268.00
57106,58404.90,65970.27,39852.00
57107,55924.11,60172.07,8044.00
57108,78311.46,112303.74,17267.00
57110,67011.35,77111.58,12309.00
57117,51533.00,87009.00,61.00
57197,49137.00,55421.00,959.00
57201,44123.72,58548.78,24983.00
57212,46204.24,56532.15,2062.00
57213,48338.34,57601.35,485.00
57214,44835.00,56256.00,75.00
57216,42799.54,52487.10,1044.00
57217,43894.00,58943.00,244.00
57218,45363.00,55592.00,327.00
57219,39048.00,50954.00,567.00
57220,51005.00,57615.00,767.00
57221,44138.07,55577.82,808.00
57223,44819.40,60362.18,1356.00
57224,36446.00,52865.00,195.00
57225,43894.00,58943.00,1873.00
57226,47705.18,52213.98,2072.00
57227,43710.48,55677.09,434.00
57231,45248.75,52348.84,1695.00
57232,41023.00,55481.00,299.00
57233,44835.00,56256.00,118.00
57234,44903.06,60029.20,1274.00
57235,57097.96,73841.87,844.00
57236,43894.00,58943.00,118.00
57237,45363.00,55592.00,665.00
57238,47959.78,59166.89,483.00
57239,36275.00,44508.00,223.00
57241,44171.10,55404.15,1048.00
57242,45970.78,57898.35,432.00
57243,56676.15,73511.23,604.00
57245,56346.00,69866.00,126.00
57246,54432.00,64572.00,161.00
57247,41023.00,55481.00,320.00
57248,44340.02,56530.77,1057.00
57249,44835.00,56256.00,994.00
57251,41846.41,50669.88,127.00
57252,42283.52,51170.65,4800.00
57255,36446.00,52865.00,538.00
57256,45915.26,59132.50,127.00
57257,39816.00,55237.00,810.00
57258,45757.60,61437.71,385.00
57259,52097.64,62260.55,505.00
57260,36446.00,52865.00,1093.00
57261,38287.92,49187.15,321.00
57262,34917.44,49356.59,4963.00
57263,56225.72,69639.54,450.00
57264,54432.00,64572.00,219.00
57265,52738.82,62895.43,225.00
57266,44969.60,58528.52,607.00
57268,46025.77,56019.40,443.00
57269,49610.98,59246.67,413.00
57270,40891.18,55405.66,904.00
57271,43975.23,57822.97,247.00
57272,57338.10,74265.68,173.00
57273,36493.13,45168.91,1316.00
57274,35891.03,44138.20,2813.00
57276,52170.00,60189.00,1178.00
57278,43894.00,58943.00,748.00
57279,43556.84,55736.22,1058.00
57301,41701.48,54191.91,18375.00
57311,45841.58,58214.13,1616.00
57312,42852.46,54672.79,516.00
57313,41621.51,52992.58,1128.00
57314,44732.00,51466.00,734.00
57315,36603.00,49411.00,987.00
57317,34482.00,42933.00,526.00
57319,41812.56,61378.94,1003.00
57321,43991.87,56881.84,388.00
57322,48731.50,58114.26,296.00
57323,43958.00,55591.00,215.00
57324,50024.00,55137.00,383.00
57325,46538.54,47856.52,3054.00
57328,42794.00,53976.00,1134.00
57329,31361.00,41836.00,258.00
57330,40016.49,51270.56,625.00
57331,47917.79,55569.79,459.00
57332,45308.95,58339.99,730.00
57334,53928.18,60615.99,895.00
57335,34482.00,42933.00,244.00
57337,43958.00,55591.00,140.00
57339,27926.00,39816.00,1525.00
57340,46468.19,58965.94,355.00
57341,27926.00,39816.00,151.00
57342,41148.83,52641.17,558.00
57344,42794.00,53976.00,155.00
57345,41196.00,55580.00,1238.00
57346,41196.00,55580.00,68.00
57348,47707.79,62734.53,527.00
57349,43958.00,55591.00,1493.00
57350,40866.05,53351.38,14534.00
57353,47342.58,53371.45,829.00
57355,50167.92,53014.35,1352.00
57356,29583.00,44704.00,1993.00
57358,40607.00,53901.00,34.00
57359,46087.34,52876.78,649.00
57361,29583.00,44704.00,198.00
57362,44006.17,49836.16,2149.00
57363,56572.88,61775.17,1003.00
57364,42794.00,53976.00,56.00
57365,40573.00,47098.00,522.00
57366,46345.84,55904.03,2228.00
57367,29583.00,44704.00,210.00
57368,45230.00,54240.00,1226.00
57369,44008.55,53934.79,2495.00
57370,46500.47,50753.84,814.00
57371,46737.00,56310.00,234.00
57373,44526.67,51070.10,437.00
57374,43140.08,63044.84,343.00
57375,45230.00,54240.00,647.00
57376,39202.53,61135.17,1010.00
57379,46471.00,57673.00,84.00
57380,31055.18,42329.30,3470.00
57381,46590.43,57061.01,490.00
57382,40754.96,53957.97,1591.00
57383,45276.25,54232.73,732.00
57384,46471.00,57673.00,839.00
57385,44360.25,51745.89,1221.00
57386,50024.00,55137.00,209.00
57401,43834.04,53298.60,30061.00
57420,42305.00,54162.00,75.00
57421,41023.00,55481.00,88.00
57422,39048.00,50954.00,235.00
57424,49820.34,74123.52,291.00
57426,48683.00,62767.00,63.00
57427,50326.10,63911.28,620.00
57428,42076.62,53930.89,710.00
57429,50600.00,67920.00,94.00
57430,41023.00,55481.00,2243.00
57432,45833.48,60056.61,465.00
57433,48683.00,62767.00,383.00
57434,52195.99,66834.97,566.00
57435,39752.96,55720.06,247.00
57436,50600.00,67920.00,384.00
57437,32983.45,44329.14,1286.00
57438,38203.00,54187.00,1580.00
57439,57781.00,69103.00,52.00
57440,50587.89,68224.79,612.00
57441,48683.00,62767.00,607.00
57442,42366.18,52680.42,1664.00
57445,56932.16,68511.85,2068.00
57446,48683.00,62767.00,472.00
57448,40074.40,51896.16,348.00
57449,48683.00,62767.00,146.00
57450,42401.98,52636.82,672.00
57451,48835.63,64642.97,2293.00
57452,42443.65,53329.03,278.00
57454,40824.71,55026.49,558.00
57455,42422.00,52322.00,96.00
57456,33650.33,45766.00,862.00
57457,31923.00,43612.00,90.00
57460,53734.70,68564.99,365.00
57461,50320.73,74950.33,392.00
57465,47087.79,70256.14,371.00
57466,39072.56,54124.00,124.00
57467,44377.35,55722.99,293.00
57468,39048.00,50954.00,247.00
57469,40355.00,54223.67,3305.00
57470,42081.70,55151.90,143.00
57471,42315.98,54324.92,674.00
57472,42305.00,54162.00,953.00
57473,39277.58,53711.98,161.00
57474,57781.00,69103.00,197.00
57475,42288.60,52896.93,160.00
57476,49826.88,73514.18,463.00
57477,50600.00,67920.00,117.00
57479,57781.00,69103.00,666.00
57481,42966.84,56295.12,598.00
57501,52266.04,64242.80,16309.00
57520,48958.00,59531.00,153.00
57521,37555.80,44681.60,167.00
57522,56779.00,71877.00,463.00
57523,34262.57,44145.20,1094.00
57528,42500.00,56792.00,748.00
57529,37012.02,51775.65,395.00
57531,49464.00,58374.00,228.00
57532,51815.10,67889.22,2835.00
57533,33787.13,48541.43,1900.00
57534,42500.00,56792.00,183.00
57536,56378.56,71244.88,469.00
57537,51875.00,68000.00,83.00
57538,34482.00,42933.00,322.00
57540,41196.00,55580.00,106.00
57541,42500.00,56792.00,167.00
57543,38329.87,43884.88,870.00
57544,38999.07,45957.23,419.00
57547,35612.00,48816.00,139.00
57548,29000.00,38710.00,1380.00
57551,31378.61,43592.66,2279.00
57552,46916.68,61218.30,554.00
57553,46281.00,61033.00,153.00
57555,35184.86,40960.47,3834.00
57559,49464.00,58374.00,638.00
57560,34275.88,48564.92,436.00
57562,49464.00,58374.00,98.00
57563,36071.00,41250.00,240.00
57564,48895.90,59499.39,995.00
57566,34336.77,40863.83,1060.00
57567,45653.37,59611.07,1406.00
57568,40573.00,47098.00,689.00
57569,39455.05,46287.72,445.00
57570,23247.00,37060.00,2064.00
57571,34482.00,42933.00,14.00
57572,23247.00,37060.00,1847.00
57574,41467.00,64450.00,104.00
57576,40921.53,47540.02,204.00
57577,35650.64,48919.18,1211.00
57579,34055.00,48077.00,1330.00
57580,39241.91,48491.31,4449.00
57584,42500.00,56792.00,125.00
57585,34055.00,48077.00,226.00
57601,38533.16,60875.45,4003.00
57620,33361.00,57343.00,515.00
57621,31750.00,52861.00,378.00
57622,27578.00,37825.00,318.00
57623,27578.00,37825.00,1042.00
57625,25429.65,40012.12,4230.00
57626,34656.30,46820.12,971.00
57630,40847.00,56559.00,32.00
57631,42473.22,53151.40,361.00
57632,42833.00,50990.00,634.00
57633,36431.31,53152.51,414.00
57634,31750.00,52861.00,115.00
57636,40847.00,56559.00,164.00
57638,69270.44,103162.29,1986.00
57639,31750.00,52861.00,371.00
57640,33361.00,57343.00,176.00
57641,64076.00,99211.00,313.00
57642,57450.02,88400.44,1976.00
57644,32154.39,53347.81,335.00
57645,68246.96,104006.39,213.00
57646,42833.00,50990.00,199.00
57648,78448.00,99303.00,349.00
57649,33631.32,56482.75,217.00
57650,34792.00,52789.00,29.00
