Date,Data,Expected,Detection
28Feb13,4,5.821,0.688
27Feb13,6,6,0.536
26Feb13,3,6.214,0.83
25Feb13,3,6.214,0.782
24Feb13,3,6.214,0.56
23Feb13,14,6.714,0.043
22Feb13,4,6.964,0.801
21Feb13,1,7.393,0.931
20Feb13,7,7.429,0.593
19Feb13,2,7.25,0.904
18Feb13,4,7.5,0.751
17Feb13,13,7.607,0.121
16Feb13,0,7.5,0.5
15Feb13,9,7.643,0.374
14Feb13,7,7.679,0.621
13Feb13,3,7.964,0.915
12Feb13,4,8.25,0.871
11Feb13,4,8.571,0.858
10Feb13,7,8.75,0.667
09Feb13,7,8.893,0.669
08Feb13,8,9.143,0.605
07Feb13,9,9.321,0.563
06Feb13,5,9.429,0.823
05Feb13,11,9.75,0.437
04Feb13,5,9.857,0.9
03Feb13,2,10.107,0.965
02Feb13,8,9.964,0.682
01Feb13,8,10,0.696
31Jan13,7,10.25,0.812
30Jan13,4,10.321,0.94
29Jan13,4,10.643,0.924
28Jan13,8,10.393,0.667
27Jan13,9,10.429,0.52
26Jan13,14,10.393,0.255
25Jan13,4,10.107,0.635
24Jan13,15,9.929,0.101
23Jan13,14,10.071,0.168
22Jan13,14,9.893,0.219
21Jan13,5,9.964,0.869
20Jan13,8,9.679,0.659
19Jan13,7,9.714,0.707
18Jan13,12,9.643,0.355
17Jan13,4,9.714,0.887
16Jan13,7,9.536,0.632
15Jan13,5,9.25,0.386
14Jan13,12,8.929,0.029
13Jan13,15,8.75,0.008
12Jan13,16,8.429,0.007
11Jan13,13,8.036,0.023
10Jan13,13,7.607,0.014
09Jan13,12,7.679,0.023
08Jan13,16,7.607,0.019
07Jan13,8,7.321,0.15
06Jan13,11,7.179,0.05
05Jan13,11,7.429,0.079
04Jan13,15,7.357,0.04
03Jan13,3,7.071,0.659
02Jan13,5,6.857,0.22
01Jan13,11,6.607,0.011
31Dec12,10,6.607,0.014
30Dec12,18,6.679,0.001
29Dec12,7,6.393,0.228
28Dec12,5,6.393,0.165
27Dec12,14,6.321,0.007
26Dec12,6,6.214,0.302
25Dec12,9,6.25,0.151
24Dec12,9,6.25,0.199
23Dec12,3,6.357,0.8
22Dec12,9,6.357,0.201
21Dec12,4,6.393,0.814
20Dec12,5,6.143,0.622
19Dec12,5,6.107,0.501
18Dec12,7,6.214,0.348
17Dec12,7,6.25,0.383
16Dec12,7,6.071,0.375
15Dec12,7,6.071,0.368
14Dec12,8,6.107,0.305
13Dec12,4,6.107,0.794
12Dec12,1,5.929,0.84
11Dec12,4,5.821,0.295
10Dec12,10,5.929,0.052
09Dec12,9,5.571,0.118
08Dec12,3,5.5,0.307
07Dec12,11,5.5,0.022
06Dec12,10,5.464,0.073
05Dec12,3,5.393,0.768
04Dec12,3,5.214,0.508
03Dec12,4,5.179,0.139
02Dec12,11,5.25,0.014
01Dec12,7,5.143,0.138
30Nov12,7,4.964,0.152
29Nov12,6,4.857,0.192
28Nov12,6,4.714,0.157
27Nov12,7,4.786,0.148
26Nov12,6,4.607,0.182
25Nov12,4,4.536,0.179
24Nov12,9,4.571,0.043
23Nov12,7,4.464,0.177
22Nov12,5,4.607,0.426
21Nov12,6,4.571,0.352
20Nov12,0,4.286,0.5
19Nov12,6,4.071,0.02
18Nov12,10,4.071,0.005
17Nov12,8,4,0.052
16Nov12,3,4.071,0.683
15Nov12,4,4,0.534
14Nov12,2,3.857,0.592
13Nov12,4,3.786,0.237
12Nov12,5,3.571,0.114
11Nov12,6,3.808,0.139
10Nov12,6,3.577,0.157
09Nov12,1,3.5,0.516
08Nov12,8,3.692,0.04
07Nov12,3,3.769,0.662
06Nov12,2,3.615,0.622
05Nov12,2,3.423,0.275
04Nov12,6,3.154,0.006
03Nov12,6,3.115,0.008
02Nov12,9,3.154,0.002
01Nov12,3,3.038,0.548
31Oct12,1,3,0.613
30Oct12,4,2.846,0.14
29Oct12,2,2.769,0.142
28Oct12,6,2.731,0.008
27Oct12,4,2.577,0.019
26Oct12,5,2.577,0.009
25Oct12,6,2.538,0.014
24Oct12,3,2.423,0.114
23Oct12,4,2.577,0.119
22Oct12,5,2.538,0.09
21Oct12,2,2.5,0.62
20Oct12,2,2.5,0.551
19Oct12,3,2.5,0.396
18Oct12,2,2.5,0.541
17Oct12,4,2.538,0.213
16Oct12,2,2.538,0.652
15Oct12,1,2.429,0.769
14Oct12,4,2.464,0.231
13Oct12,0,2.5,0.5
12Oct12,0,2.536,0.5
11Oct12,2,2.321,0.424
10Oct12,1,2.25,0.225
09Oct12,7,2.286,0.001
08Oct12,4,2.286,0.114
07Oct12,2,2.286,0.62
06Oct12,1,2.25,0.819
05Oct12,2,2.179,0.554
04Oct12,2,2.214,0.568
03Oct12,2,2.25,0.607
02Oct12,1,2.286,0.837
01Oct12,1,2.25,0.713
30Sep12,2,2.107,0.337
29Sep12,2,2.214,0.274
28Sep12,4,2.25,0.135
27Sep12,2,2.179,0.312
26Sep12,3,2.214,0.181
25Sep12,3,2.107,0.125
24Sep12,2,2.179,0.159
23Sep12,6,2.107,0.009
22Sep12,1,2.071,0.638
21Sep12,2,1.964,0.302
20Sep12,2,2.071,0.265
19Sep12,4,2.143,0.136
18Sep12,2,2.036,0.392
17Sep12,2,2.036,0.313
16Sep12,4,2.107,0.127
15Sep12,2,2.071,0.542
14Sep12,1,2.036,0.638
13Sep12,3,2.036,0.28
12Sep12,2,2.036,0.534
11Sep12,1,1.964,0.679
10Sep12,2,1.964,0.468
09Sep12,3,2,0.292
08Sep12,1,2,0.731
07Sep12,2,2,0.529
06Sep12,1,1.964,0.757
05Sep12,0,1.964,0.5
04Sep12,2,1.857,0.394
03Sep12,2,1.821,0.357
02Sep12,3,2,0.296
01Sep12,1,1.885,0.597
31Aug12,0,1.885,0.5
30Aug12,5,1.714,0.009
29Aug12,4,1.679,0.077
28Aug12,1,1.607,0.327
27Aug12,3,1.536,0.084
26Aug12,3,1.536,0.148
25Aug12,3,1.571,0.203
24Aug12,0,1.607,0.5
23Aug12,1,1.536,0.381
22Aug12,1,1.393,0.094
21Aug12,5,1.464,0.002
20Aug12,4,1.464,0.034
19Aug12,1,1.393,0.347
18Aug12,2,1.357,0.13
17Aug12,3,1.464,0.13
16Aug12,2,1.5,0.374
15Aug12,1,1.536,0.66
14Aug12,1,1.536,0.617
13Aug12,2,1.536,0.387
12Aug12,1,1.5,0.647
11Aug12,1,1.464,0.534
10Aug12,3,1.5,0.153
09Aug12,1,1.5,0.681
08Aug12,0,1.5,0.5
07Aug12,1,1.571,0.656
06Aug12,2,1.571,0.425
05Aug12,0,1.607,0.5
04Aug12,0,1.571,0.5
03Aug12,1,1.536,0.432
02Aug12,2,1.571,0.207
01Aug12,4,1.571,0.038
31Jul12,0,1.75,0.5
30Jul12,2,1.75,0.457
29Jul12,1,1.786,0.72
28Jul12,1,1.786,0.737
27Jul12,0,1.786,0.5
26Jul12,2,1.679,0.332
25Jul12,2,1.714,0.344
24Jul12,3,1.643,0.208
23Jul12,0,1.607,0.5
22Jul12,3,1.643,0.176
21Jul12,2,1.643,0.422
20Jul12,1,1.536,0.445
19Jul12,1,1.643,0.299
18Jul12,4,1.607,0.06
17Jul12,2,1.643,0.361
16Jul12,3,1.607,0.2
15Jul12,1,1.536,0.643
14Jul12,1,1.692,0.669
13Jul12,2,1.692,0.466
12Jul12,0,1.536,0.5
11Jul12,1,1.5,0.625
10Jul12,1,1.536,0.56
09Jul12,2,1.769,0.441
08Jul12,2,1.571,0.434
07Jul12,0,1.536,0.5
06Jul12,2,1.464,0.295
05Jul12,1,1.5,0.338
04Jul12,3,1.571,0.168
03Jul12,1,1.357,0.189
02Jul12,2,1.464,0.064
01Jul12,6,1.536,0.005
30Jun12,1,1.5,0.633
29Jun12,1,1.536,0.606
28Jun12,2,1.714,0.432
27Jun12,2,1.75,0.485
26Jun12,0,1.75,0.5
25Jun12,1,1.714,0.673
24Jun12,1,1.679,0.662
23Jun12,1,1.714,0.606
22Jun12,2,1.821,0.48
21Jun12,1,1.786,0.556
20Jun12,1,1.786,0.355
19Jun12,5,1.75,0.036
18Jun12,2,1.786,0.45
17Jun12,2,1.786,0.496
16Jun12,0,1.821,0.5
15Jun12,0,1.929,0.5
14Jun12,1,1.929,0.721
13Jun12,1,2,0.752
12Jun12,0,1.893,0.5
11Jun12,1,1.786,0.539
10Jun12,3,1.821,0.24
09Jun12,3,1.893,0.305
08Jun12,0,1.929,0.5
07Jun12,0,2.036,0.5
06Jun12,1,2.071,0.589
05Jun12,2,2.107,0.364
04Jun12,4,1.964,0.163
03Jun12,0,1.893,0.5
02Jun12,4,1.893,0.101
01Jun12,3,1.893,0.259
31May12,1,1.857,0.369
30May12,3,1.821,0.112
29May12,5,1.821,0.044
28May12,2,1.893,0.5
27May12,1,2,0.746
26May12,0,2,0.5
25May12,1,1.893,0.456
24May12,2,1.786,0.158
23May12,4,1.75,0.064
22May12,4,1.75,0.099
21May12,2,1.786,0.471
20May12,1,1.962,0.741
19May12,1,1.962,0.756
18May12,0,1.679,0.5
17May12,2,1.962,0.428
16May12,4,1.923,0.128
15May12,0,1.964,0.5
14May12,3,2.036,0.333
13May12,0,2,0.5
12May12,0,2,0.5
11May12,1,2.036,0.546
10May12,2,1.929,0.219
09May12,2,1.929,0.11
08May12,5,1.893,0.025
07May12,5,1.964,0.041
06May12,1,1.929,0.751
05May12,0,1.929,0.5
04May12,1,1.964,0.664
03May12,1,1.893,0.442
02May12,3,1.893,0.167
01May12,4,1.893,0.115
30Apr12,1,1.929,0.714
29Apr12,1,1.786,0.507
28Apr12,2,1.857,0.307
27Apr12,4,1.929,0.117
26Apr12,2,1.929,0.507
25Apr12,1,2.036,0.743
24Apr12,1,2,0.731
23Apr12,1,1.929,0.71
22Apr12,1,1.929,0.693
21Apr12,2,1.857,0.488
20Apr12,1,1.929,0.656
19Apr12,2,1.821,0.449
18Apr12,0,1.821,0.5
17Apr12,4,1.786,0.058
16Apr12,2,1.714,0.159
15Apr12,5,1.821,0.039
14Apr12,2,1.893,0.518
13Apr12,0,1.821,0.5
12Apr12,2,1.929,0.326
11Apr12,3,1.786,0.184
10Apr12,2,1.821,0.283
09Apr12,5,1.821,0.05
08Apr12,0,1.857,0.5
07Apr12,2,1.821,0.502
06Apr12,0,1.821,0.5
05Apr12,1,1.857,0.454
04Apr12,4,1.929,0.127
03Apr12,2,1.929,0.507
02Apr12,1,1.929,0.708
01Apr12,1,1.964,0.603
31Mar12,3,1.893,0.291
30Mar12,0,1.964,0.5
29Mar12,4,2.036,0.131
28Mar12,3,2,0.303
27Mar12,1,2.071,0.7
26Mar12,4,2.179,0.174
25Mar12,0,2.179,0.5
24Mar12,0,2.214,0.5
23Mar12,1,2.321,0.815
22Mar12,0,2.357,0.5
21Mar12,2,2.357,0.614
20Mar12,1,2.321,0.723
19Mar12,2,2.429,0.521
18Mar12,4,2.393,0.196
17Mar12,0,2.393,0.5
16Mar12,3,2.429,0.272
15Mar12,4,2.357,0.152
14Mar12,1,2.393,0.683
13Mar12,5,2.464,0.052
12Mar12,1,2.536,0.876
11Mar12,1,2.536,0.863
10Mar12,2,2.607,0.721
09Mar12,1,2.536,0.907
08Mar12,0,2.571,0.5
07Mar12,4,2.607,0.152
06Mar12,3,2.75,0.428
05Mar12,3,2.679,0.458
04Mar12,1,2.643,0.833
03Mar12,3,2.769,0.487
02Mar12,1,2.808,0.791
01Mar12,2,2.808,0.414
29Feb12,5,2.769,0.079
28Feb12,3,2.731,0.428
27Feb12,3,2.692,0.441
26Feb12,2,2.731,0.677
25Feb12,3,2.885,0.522
24Feb12,1,2.769,0.883
23Feb12,1,2.846,0.706
22Feb12,5,2.846,0.095
21Feb12,2,2.769,0.701
20Feb12,2,2.731,0.605
19Feb12,3,2.769,0.438
18Feb12,3,2.731,0.447
17Feb12,2,2.731,0.55
16Feb12,4,2.654,0.214
15Feb12,2,2.615,0.593
14Feb12,3,2.692,0.444
13Feb12,2,2.692,0.583
12Feb12,3,2.962,0.476
11Feb12,4,2.962,0.341
10Feb12,1,2.923,0.832
09Feb12,2,2.923,0.64
08Feb12,2,2.846,0.468
07Feb12,4,2.846,0.247
06Feb12,4,2.846,0.256
05Feb12,5,2.75,0.163
04Feb12,1,2.857,0.861
03Feb12,0,2.679,0.5
02Feb12,0,2.643,0.5
01Feb12,6,2.893,0.091
31Jan12,3,2.929,0.507
30Jan12,2,3.036,0.707
29Jan12,1,3.107,0.832
28Jan12,2,3.036,0.674
27Jan12,2,3.107,0.58
26Jan12,5,2.964,0.203
25Jan12,2,3.036,0.658
24Jan12,4,3.036,0.36
23Jan12,2,3.143,0.719
22Jan12,1,3.25,0.834
21Jan12,2,3.179,0.686
20Jan12,3,3.214,0.541
19Jan12,3,3.393,0.589
18Jan12,2,3.429,0.755
17Jan12,1,3.357,0.81
16Jan12,1,3.25,0.531
15Jan12,5,3,0.084
14Jan12,4,3.036,0.131
13Jan12,8,3.036,0.02
12Jan12,2,2.929,0.685
11Jan12,1,3.071,0.726
10Jan12,4,3.036,0.355
09Jan12,2,3.214,0.645
08Jan12,5,3.214,0.257
07Jan12,1,3.143,0.793
06Jan12,3,3.143,0.529
05Jan12,3,3.107,0.553
04Jan12,1,2.821,0.517
03Jan12,2,2.786,0.141
02Jan12,9,2.679,0.003
01Jan12,2,2.679,0.311
31Dec11,5,2.714,0.116
30Dec11,4,2.714,0.269
29Dec11,3,2.929,0.472
28Dec11,4,2.893,0.351
27Dec11,0,2.893,0.5
26Dec11,4,2.75,0.273
25Dec11,1,2.607,0.352
24Dec11,5,2.75,0.066
23Dec11,6,2.75,0.071
22Dec11,1,2.679,0.599
21Dec11,3,2.821,0.29
20Dec11,6,2.857,0.075
19Dec11,2,2.929,0.677
18Dec11,3,3.107,0.564
17Dec11,1,3.071,0.858
16Dec11,1,3.179,0.856
15Dec11,3,3.286,0.604
14Dec11,1,3.179,0.816
13Dec11,1,3.214,0.513
12Dec11,6,3.036,0.05
11Dec11,4,3.071,0.246
10Dec11,6,3.179,0.075
09Dec11,3,3.286,0.615
08Dec11,1,3.321,0.921
07Dec11,1,3.464,0.936
06Dec11,1,3.536,0.949
05Dec11,1,3.607,0.955
04Dec11,1,3.5,0.915
03Dec11,2,3.429,0.616
02Dec11,4,3.429,0.273
01Dec11,4,3.25,0.217
30Nov11,4,3.286,0.248
29Nov11,6,3.429,0.075
28Nov11,3,3.5,0.683
27Nov11,1,3.679,0.951
26Nov11,1,3.607,0.912
25Nov11,2,3.607,0.601
24Nov11,5,3.5,0.183
23Nov11,3,3.536,0.366
22Nov11,4,3.464,0.156
21Nov11,6,3.5,0.094
20Nov11,4,3.464,0.339
19Nov11,3,3.464,0.381
18Nov11,6,3.393,0.097
17Nov11,2,3.571,0.679
16Nov11,4,3.607,0.423
15Nov11,4,3.571,0.43
14Nov11,3,3.893,0.628
13Nov11,5,3.821,0.36
12Nov11,1,3.75,0.802
11Nov11,4,3.786,0.463
10Nov11,4,3.821,0.472
09Nov11,4,3.786,0.493
08Nov11,2,3.75,0.711
07Nov11,5,3.679,0.312
06Nov11,3,3.714,0.612
05Nov11,4,3.714,0.5
04Nov11,1,3.643,0.863
03Nov11,2,3.821,0.765
02Nov11,4,3.857,0.522
01Nov11,1,3.679,0.712
31Oct11,4,3.607,0.32
30Oct11,5,3.5,0.245
29Oct11,3,3.5,0.352
28Oct11,7,3.464,0.095
27Oct11,3,3.429,0.573
26Oct11,3,3.286,0.547
25Oct11,1,3.393,0.551
24Oct11,7,3.286,0.087
23Oct11,2,3.107,0.475
22Oct11,4,3.071,0.248
21Oct11,5,3,0.239
20Oct11,2,2.786,0.339
19Oct11,2,2.714,0.12
18Oct11,9,2.643,0.003
17Oct11,4,2.357,0.024
16Oct11,4,2.393,0.019
15Oct11,10,2.357,0
14Oct11,2,2.286,0.348
13Oct11,2,2.214,0.175
12Oct11,5,2.107,0.034
11Oct11,3,2.143,0.188
10Oct11,4,2.071,0.151
09Oct11,2,2.071,0.47
08Oct11,2,2.107,0.445
07Oct11,2,2.143,0.394
06Oct11,2,2.036,0.231
05Oct11,2,1.857,0.065
04Oct11,6,1.929,0.004
03Oct11,5,1.929,0.037
02Oct11,0,1.821,0.5
01Oct11,1,1.786,0.296
30Sep11,4,1.786,0.057
29Sep11,3,1.821,0.208
28Sep11,2,1.714,0.465
27Sep11,0,1.571,0.5
26Sep11,3,1.607,0.043
25Sep11,5,1.607,0.007
24Sep11,1,1.607,0.727
23Sep11,0,1.679,0.5
22Sep11,1,1.607,0.715
21Sep11,0,1.571,0.5
20Sep11,3,1.5,0.07
19Sep11,2,1.5,0.192
18Sep11,2,1.429,0.145
17Sep11,2,1.429,0.131
16Sep11,3,1.357,0.081
15Sep11,1,1.321,0.316
14Sep11,3,1.286,0.088
13Sep11,1,1.32,0.488
12Sep11,1,1.36,0.356
11Sep11,3,1.36,0.092
10Sep11,0,1.24,0.5
09Sep11,2,1.16,0.04
08Sep11,3,0.929,0.001
07Sep11,3,1.08,0.006
06Sep11,3,0.893,0.019
05Sep11,0,0.929,0.5
04Sep11,2,0.929,0.105
03Sep11,1,1.036,0.393
02Sep11,1,0.964,0.274
01Sep11,2,0.929,0.158
31Aug11,2,0.964,0.213
30Aug11,1,1.036,0.541
29Aug11,0,1,0.5
28Aug11,1,1,0.414
27Aug11,2,1,0.251
26Aug11,0,0.964,0.5
25Aug11,1,0.929,0.333
24Aug11,2,0.929,0.211
23Aug11,1,0.929,0.479
22Aug11,1,0.857,0.479
21Aug11,0,0.821,0.5
20Aug11,2,0.786,0.182
19Aug11,1,0.857,0.456
18Aug11,1,0.929,0.481
17Aug11,1,0.929,0.509
16Aug11,0,1,0.5
15Aug11,0,0.964,0.5
14Aug11,0,0.929,0.5
13Aug11,1,1.036,0.486
12Aug11,2,1.036,0.282
11Aug11,0,1.25,0.5
10Aug11,1,1.036,0.538
09Aug11,0,1.292,0.5
08Aug11,1,1.036,0.48
07Aug11,0,1,0.5
06Aug11,2,0.857,0.049
05Aug11,1,0.857,0.065
04Aug11,5,0.857,0.001
03Aug11,0,0.821,0.5
02Aug11,0,0.821,0.5
01Aug11,1,0.821,0.186
31Jul11,3,0.821,0.042
30Jul11,1,0.857,0.481
29Jul11,0,0.821,0.5
28Jul11,1,0.821,0.441
27Jul11,1,0.857,0.482
26Jul11,0,0.893,0.5
25Jul11,1,0.929,0.51
24Jul11,0,0.964,0.5
23Jul11,0,0.964,0.5
22Jul11,0,0.857,0.5
21Jul11,0,0.821,0.5
20Jul11,3,0.821,0.025
19Jul11,2,0.786,0.156
18Jul11,0,0.786,0.5
17Jul11,2,0.75,0.152
16Jul11,0,0.679,0.5
15Jul11,1,0.643,0.063
14Jul11,3,0.607,0.013
13Jul11,1,0.607,0.321
12Jul11,1,0.571,0.349
11Jul11,0,0.571,0.5
10Jul11,2,0.571,0.088
09Jul11,0,0.536,0.5
08Jul11,0,0.536,0.5
07Jul11,1,0.536,0.342
06Jul11,0,0.607,0.5
05Jul11,0,0.536,0.5
04Jul11,0,0.5,0.5
03Jul11,3,0.536,0.004
02Jul11,1,0.536,0.279
01Jul11,0,0.643,0.5
30Jun11,2,0.826,0.153
29Jun11,0,0.783,0.5
28Jun11,0,0.607,0.5
27Jun11,2,0.571,0.07
26Jun11,1,0.536,0.272
25Jun11,1,0.571,0.32
24Jun11,1,0.571,0.357
23Jun11,0,0.571,0.5
22Jun11,0,0.714,0.5
21Jun11,1,0.714,0.43
20Jun11,0,0.957,0.5
19Jun11,1,1,0.535
18Jun11,0,1.087,0.5
17Jun11,0,1.35,0.5
16Jun11,1,1.4,0.669
15Jun11,0,1.4,0.5
14Jun11,0,1.45,0.5
13Jun11,0,1.429,0.5
12Jun11,1,1.107,0.571
11Jun11,0,1.36,0.5
10Jun11,0,1.44,0.5
09Jun11,0,1.6,0.5
08Jun11,0,1.8,0.5
07Jun11,0,1.88,0.5
06Jun11,2,1.92,0.507
05Jun11,1,2,0.753
04Jun11,0,2,0.5
03Jun11,1,2.2,0.71
02Jun11,2,2.24,0.533
01Jun11,3,2.32,0.403
31May11,1,2.385,0.764
30May11,1,2.321,0.77
29May11,0,2.429,0.5
28May11,0,2.643,0.5
27May11,0,2.821,0.5
26May11,1,2.929,0.843
25May11,0,2.786,0.5
24May11,1,2.962,0.797
23May11,4,3.115,0.388
22May11,1,3.077,0.822
21May11,2,3.154,0.715
20May11,1,3.154,0.816
19May11,3,3.308,0.577
18May11,2,3.308,0.744
17May11,1,3.269,0.857
16May11,0,3.462,0.5
15May11,2,3.577,0.782
14May11,1,3.692,0.886
13May11,1,3.731,0.876
12May11,3,3.654,0.631
11May11,2,3.577,0.578
10May11,4,3.769,0.352
09May11,7,3.962,0.123
08May11,3,3.923,0.687
07May11,1,3.923,0.874
06May11,3,3.808,0.618
05May11,2,3.846,0.53
04May11,8,3.846,0.049
03May11,2,3.731,0.758
02May11,3,3.846,0.618
01May11,4,3.846,0.49
30Apr11,3,3.654,0.494
29Apr11,3,3.692,0.361
28Apr11,7,3.731,0.085
27Apr11,5,3.536,0.277
26Apr11,4,3.75,0.527
25Apr11,0,3.571,0.5
24Apr11,0,3.607,0.5
23Apr11,6,3.536,0.185
22Apr11,0,3.5,0.5
21Apr11,5,3.464,0.278
20Apr11,2,3.536,0.734
19Apr11,5,3.679,0.339
18Apr11,0,3.714,0.5
17Apr11,1,3.679,0.596
16Apr11,6,3.607,0.107
15Apr11,4,3.679,0.278
14Apr11,6,3.643,0.162
13Apr11,3,3.571,0.487
12Apr11,2,3.357,0.264
11Apr11,5,3.321,0.026
10Apr11,8,3.357,0.011
09Apr11,6,3.5,0.133
08Apr11,2,3.536,0.784
07Apr11,2,3.536,0.666
06Apr11,5,3.571,0.261
05Apr11,3,3.679,0.647
04Apr11,3,3.536,0.648
03Apr11,1,3.536,0.689
02Apr11,6,3.607,0.125
01Apr11,3,3.643,0.616
31Mar11,2,3.536,0.486
30Mar11,6,3.714,0.135
29Mar11,5,3.714,0.299
28Mar11,2,3.964,0.787
27Mar11,6,4.143,0.246
26Mar11,1,4.214,0.944
25Mar11,1,4.357,0.951
24Mar11,3,4.429,0.8
23Mar11,1,4.643,0.954
22Mar11,4,4.786,0.675
21Mar11,2,4.893,0.819
20Mar11,5,4.893,0.453
19Mar11,7,5,0.243
18Mar11,3,5,0.794
17Mar11,4,5.321,0.704
16Mar11,5,5.643,0.653
15Mar11,1,5.75,0.961
14Mar11,3,5.821,0.872
13Mar11,2,5.857,0.921
12Mar11,5,5.857,0.66
11Mar11,3,5.714,0.824
10Mar11,6,5.607,0.447
09Mar11,6,5.607,0.485
08Mar11,3,5.714,0.829
07Mar11,4,5.929,0.766
06Mar11,4,5.893,0.777
05Mar11,2,5.929,0.918
04Mar11,3,6.179,0.838
03Mar11,4,6.179,0.734
02Mar11,7,6.107,0.443
01Mar11,2,6.25,0.796
28Feb11,7,6.286,0.416
27Feb11,6,6.143,0.436
26Feb11,8,6.214,0.315
25Feb11,6,6.464,0.565
24Feb11,5,6.5,0.646
23Feb11,5,6.429,0.524
22Feb11,6,6.393,0.336
21Feb11,8,6.393,0.2
20Feb11,9,6.429,0.205
19Feb11,10,6.214,0.187
18Feb11,3,6.25,0.653
17Feb11,7,6,0.277
16Feb11,5,5.786,0.214
15Feb11,10,5.786,0.057
14Feb11,12,5.786,0.05
13Feb11,5,5.75,0.57
12Feb11,7,5.607,0.371
11Feb11,4,5.679,0.677
10Feb11,6,5.857,0.535
09Feb11,2,5.857,0.896
08Feb11,0,5.786,0.5
07Feb11,4,5.643,0.526
06Feb11,7,5.75,0.318
05Feb11,8,5.75,0.29
04Feb11,2,5.286,0.552
03Feb11,5,5.393,0.122
02Feb11,14,5.464,0.005
01Feb11,2,5.429,0.628
31Jan11,5,5.321,0.132
30Jan11,10,5.679,0.053
29Jan11,9,5.643,0.163
28Jan11,2,5.464,0.444
27Jan11,7,5.464,0.032
26Jan11,12,5.464,0.01
25Jan11,7,5.393,0.163
24Jan11,6,5.214,0.146
23Jan11,8,5.286,0.1
22Jan11,10,5.429,0.035
21Jan11,4,5.393,0.781
20Jan11,1,5.464,0.959
19Jan11,6,5.464,0.449
18Jan11,3,5.357,0.791
17Jan11,6,5.357,0.398
16Jan11,5,5.393,0.544
15Jan11,7,5.536,0.302
14Jan11,3,5.429,0.872
13Jan11,2,5.393,0.923
12Jan11,4,5.393,0.723
11Jan11,5,5.357,0.58
10Jan11,4,5.357,0.716
09Jan11,5,5.214,0.552
08Jan11,4,5.107,0.662
07Jan11,5,5.214,0.543
06Jan11,5,8.281,0.964
05Jan11,1,5.071,0.776
04Jan11,5,4.821,0.143
03Jan11,7,8.687,0.829
02Jan11,9,4.286,0.003
01Jan11,6,4.214,0.024
31Dec10,12,4.143,0
30Dec10,6,3.929,0.012
29Dec10,7,4,0.012
28Dec10,7,3.857,0.017
27Dec10,6,3.786,0.04
26Dec10,6,3.643,0.041
25Dec10,5,3.536,0.06
24Dec10,6,3.464,0.039
23Dec10,5,3.5,0.092
22Dec10,5,3.321,0.072
21Dec10,5,3.321,0.08
20Dec10,6,3.107,0.057
19Dec10,2,3,0.189
18Dec10,7,2.821,0.012
17Dec10,4,2.786,0.123
16Dec10,6,2.75,0.071
15Dec10,1,2.607,0.481
14Dec10,4,2.654,0.147
13Dec10,4,2.6,0.173
12Dec10,4,2.6,0.237
11Dec10,4,2.68,0.296
10Dec10,1,2.56,0.649
09Dec10,2,2.48,0.343
08Dec10,4,2.4,0.142
07Dec10,3,2.4,0.218
06Dec10,5,2.32,0.114
05Dec10,2,2.32,0.519
04Dec10,2,2.16,0.396
03Dec10,1,2.08,0.262
02Dec10,4,2.28,0.077
01Dec10,5,2.04,0.028
30Nov10,1,2.16,0.173
29Nov10,8,2.08,0.003
28Nov10,2,2.08,0.378
27Nov10,3,2.12,0.299
26Nov10,2,2.12,0.391
25Nov10,2,2,0.23
24Nov10,3,2,0.111
23Nov10,6,1.96,0.017
22Nov10,1,2.04,0.723
21Nov10,2,2,0.524
20Nov10,1,2.08,0.745
19Nov10,1,2.12,0.759
18Nov10,1,2.04,0.756
17Nov10,0,1.821,0.5
16Nov10,3,1.821,0.296
15Nov10,0,1.893,0.5
14Nov10,0,1.929,0.5
13Nov10,0,1.786,0.5
12Nov10,1,1.75,0.456
11Nov10,4,1.75,0.116
10Nov10,1,1.643,0.626
09Nov10,1,1.607,0.505
08Nov10,3,1.643,0.221
07Nov10,2,1.679,0.467
06Nov10,0,1.679,0.5
05Nov10,1,1.607,0.574
04Nov10,0,1.393,0.5
03Nov10,3,1.393,0.025
02Nov10,6,1.286,0
01Nov10,2,1.429,0.053
31Oct10,5,1.357,0.012
30Oct10,1,1.25,0.221
29Oct10,2,1.179,0.052
28Oct10,3,1.071,0.017
27Oct10,3,1.071,0.035
26Oct10,3,1.143,0.111
25Oct10,1,1.107,0.398
24Oct10,1,1.143,0.313
23Oct10,3,1.071,0.093
22Oct10,0,1.036,0.5
21Oct10,3,1.036,0.083
20Oct10,1,1.071,0.526
19Oct10,1,1.107,0.567
18Oct10,0,1.071,0.5
17Oct10,0,1.036,0.5
16Oct10,2,1.107,0.232
15Oct10,2,1.179,0.299
14Oct10,0,1.214,0.5
13Oct10,0,1.286,0.5
12Oct10,1,1.286,0.626
11Oct10,0,1.286,0.5
10Oct10,1,1.214,0.569
09Oct10,1,1.286,0.57
08Oct10,2,1.286,0.327
07Oct10,0,1.321,0.5
06Oct10,1,1.25,0.565
05Oct10,0,1.179,0.5
04Oct10,2,1.12,0.027
03Oct10,2,1.2,0.029
02Oct10,5,1.2,0
01Oct10,0,1.16,0.5
30Sep10,0,1.348,0.5
29Sep10,1,1.2,0.623
28Sep10,0,0.964,0.5
27Sep10,1,0.893,0.075
